Ente;Liste/Gruppi;Voti;Year
CAMPANIA;LEGA NORD;6916;2013
CAMPANIA;LIBERI PER UNA ITALIA EQUA;6488;2013
CAMPANIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;543579;2013
CAMPANIA;CON MONTI PER L'ITALIA;215988;2013
CAMPANIA;RIVOLUZIONE CIVILE;58816;2013
CAMPANIA;FARE PER FERMARE IL DECLINO;7257;2013
CAMPANIA;PARTITO COMUNISTA DEI LAVORATORI;5781;2013
CAMPANIA;FORZA NUOVA;6060;2013
CAMPANIA;LISTA AMNISTIA GIUSTIZIA LIBERTA';10403;2013
CAMPANIA;FIAMMA TRICOLORE;7417;2013
CAMPANIA;IO AMO L'ITALIA;5552;2013
CAMPANIA;CASAPOUND ITALIA;4728;2013
CAMPANIA;P.COM.MARX-LEN.;9599;2013
CAMPANIA;PAS - FLB&LT;3191;2013
CAMPANIA;RIFONDAZIONE MISSINA ITALIANA;2698;2013
PUGLIA;PARTITO DEMOCRATICO;399917;2013
PUGLIA;SINISTRA ECOLOGIA LIBERTA';134429;2013
PUGLIA;CENTRO DEMOCRATICO;29594;2013
PUGLIA;IL POPOLO DELLA LIBERTA';598585;2013
PUGLIA;FRATELLI D'ITALIA;29650;2013
PUGLIA;GRANDE SUD;21469;2013
PUGLIA;LA DESTRA;13202;2013
PUGLIA;PARTITO PENSIONATI;9259;2013
PUGLIA;MIR - MODERATI IN RIVOLUZIONE;6918;2013
PUGLIA;INTESA POPOLARE;2423;2013
PUGLIA;LEGA NORD;1487;2013
PUGLIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;476858;2013
PUGLIA;CON MONTI PER L'ITALIA;179292;2013
PUGLIA;RIVOLUZIONE CIVILE;39300;2013
PUGLIA;FARE PER FERMARE IL DECLINO;6391;2013
PUGLIA;PARTITO COMUNISTA DEI LAVORATORI;5106;2013
PUGLIA;FORZA NUOVA;4669;2013
PUGLIA;LISTA AMNISTIA GIUSTIZIA LIBERTA';8109;2013
PUGLIA;FIAMMA TRICOLORE;4513;2013
PUGLIA;CASAPOUND ITALIA;3157;2013
PUGLIA;PARTITO DI ALTERNATIVA COMUNISTA;5185;2013
PUGLIA;TUTTI INSIEME PER L'ITALIA;1333;2013
PUGLIA;MOVIMENTO NATURALISTA ITALIANO;1131;2013
BASILICATA;PARTITO DEMOCRATICO;75817;2013
BASILICATA;SINISTRA ECOLOGIA LIBERTA';14091;2013
BASILICATA;CENTRO DEMOCRATICO;12384;2013
BASILICATA;IL POPOLO DELLA LIBERTA';54783;2013
BASILICATA;FRATELLI D'ITALIA;6451;2013
BASILICATA;GRANDE SUD;3550;2013
BASILICATA;LA DESTRA;3021;2013
BASILICATA;MIR - MODERATI IN RIVOLUZIONE;1452;2013
BASILICATA;INTESA POPOLARE;1037;2013
BASILICATA;LEGA NORD;361;2013
BASILICATA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;63842;2013
BASILICATA;CON MONTI PER L'ITALIA;23284;2013
BASILICATA;RIVOLUZIONE CIVILE;4960;2013
BASILICATA;FARE PER FERMARE IL DECLINO;1342;2013
BASILICATA;PARTITO COMUNISTA DEI LAVORATORI;1511;2013
BASILICATA;LISTA AMNISTIA GIUSTIZIA LIBERTA';1149;2013
BASILICATA;FIAMMA TRICOLORE;1310;2013
BASILICATA;IO AMO L'ITALIA;1185;2013
BASILICATA;POPOLARI UNITI;6584;2013
BASILICATA;COMUNITA' LUCANA;883;2013
CALABRIA;PARTITO DEMOCRATICO;194679;2013
CALABRIA;SINISTRA ECOLOGIA LIBERTA';33093;2013
CALABRIA;PARTITO SOCIALISTA ITALIANO;19988;2013
CALABRIA;CENTRO DEMOCRATICO;16692;2013
CALABRIA;IL POPOLO DELLA LIBERTA';218204;2013
CALABRIA;GRANDE SUD;27219;2013
CALABRIA;FRATELLI D'ITALIA;11880;2013
CALABRIA;LA DESTRA;7757;2013
CALABRIA;INTESA POPOLARE;7085;2013
CALABRIA;MIR - MODERATI IN RIVOLUZIONE;4002;2013
CALABRIA;LEGA NORD;2123;2013
CALABRIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;185411;2013
CALABRIA;CON MONTI PER L'ITALIA;63443;2013
CALABRIA;RIVOLUZIONE CIVILE;20790;2013
CALABRIA;FARE PER FERMARE IL DECLINO;2471;2013
CALABRIA;PARTITO COMUNISTA DEI LAVORATORI;4707;2013
CALABRIA;FORZA NUOVA;2308;2013
CALABRIA;FIAMMA TRICOLORE;3738;2013
CALABRIA;IO AMO L'ITALIA;3452;2013
CALABRIA;CASAPOUND ITALIA;1629;2013
CALABRIA;RIFORMISTI ITALIANI;4749;2013
SICILIA;PARTITO DEMOCRATICO;415899;2013
SICILIA;IL MEGAFONO - LISTA CROCETTA;138564;2013
SICILIA;SINISTRA ECOLOGIA LIBERTA';37214;2013
SICILIA;CENTRO DEMOCRATICO;13305;2013
SICILIA;MODERATI;9372;2013
SICILIA;IL POPOLO DELLA LIBERTA';593193;2013
SICILIA;MPA - PARTITO DEI SICILIANI;48539;2013
SICILIA;FRATELLI D'ITALIA;32694;2013
SICILIA;GRANDE SUD;24089;2013
SICILIA;CANTIERE POPOLARE;21675;2013
SICILIA;LA DESTRA;16823;2013
SICILIA;MIR - MODERATI IN RIVOLUZIONE;10304;2013
SICILIA;LEGA NORD;3286;2013
SICILIA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;663757;2013
SICILIA;CON MONTI PER L'ITALIA;132315;2013
SICILIA;RIVOLUZIONE CIVILE;56091;2013
SICILIA;FARE PER FERMARE IL DECLINO;5879;2013
SICILIA;PARTITO COMUNISTA DEI LAVORATORI;4616;2013
SICILIA;FORZA NUOVA;4639;2013
SICILIA;LISTA AMNISTIA GIUSTIZIA LIBERTA';8612;2013
SICILIA;FIAMMA TRICOLORE;5119;2013
SICILIA;PRI;2104;2013
SARDEGNA;PARTITO DEMOCRATICO;233719;2013
SARDEGNA;SINISTRA ECOLOGIA LIBERTA';30666;2013
SARDEGNA;CENTRO DEMOCRATICO;5573;2013
SARDEGNA;IL POPOLO DELLA LIBERTA';187032;2013
SARDEGNA;FRATELLI D'ITALIA;14177;2013
SARDEGNA;PARTITO PENSIONATI;4364;2013
SARDEGNA;LA DESTRA;3719;2013
SARDEGNA;GRANDE SUD;2460;2013
SARDEGNA;BASTA TASSE;2039;2013
SARDEGNA;MIR - MODERATI IN RIVOLUZIONE;1541;2013
SARDEGNA;LEGA NORD;1321;2013
SARDEGNA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;244453;2013
SARDEGNA;CON MONTI PER L'ITALIA;55990;2013
SARDEGNA;RIVOLUZIONE CIVILE;19596;2013
SARDEGNA;FARE PER FERMARE IL DECLINO;3046;2013
SARDEGNA;PARTITO COMUNISTA DEI LAVORATORI;2854;2013
SARDEGNA;FORZA NUOVA;1685;2013
SARDEGNA;LISTA AMNISTIA GIUSTIZIA LIBERTA';1891;2013
SARDEGNA;PS D'AZ.;18569;2013
SARDEGNA;INDIPENDENZA PER LA SARDEGNA;7509;2013
SARDEGNA;MERIS;5770;2013
SARDEGNA;LA BASE;3383;2013
VALLE D'AOSTA;VALLEE D'AOSTE;24609;2013;
VALLE D'AOSTA;AUTONOMIE LIBERTE' DEMOCRATIE;20430;2013;
VALLE D'AOSTA;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;13760;2013;
VALLE D'AOSTA;LEGA NORD;2608;2013;
VALLE D'AOSTA;LA DESTRA;2014;2013;
VALLE D'AOSTA;UNIONE DI CENTRO;1594;2013;
VALLE D'AOSTA;FARE PER FERMARE IL DECLINO;814;2013;
VALLE D'AOSTA;CASAPOUND ITALIA;424;2013;
VALLE D'AOSTA;NATION VAL D'OUTA;186;2013;
TRENTINO-ALTO ADIGE;SVP - PATT - PD - UPT;127655;2013;
TRENTINO-ALTO ADIGE;IL POPOLO DELLA LIBERTA' - LEGA NORD;85297;2013;
TRENTINO-ALTO ADIGE;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;82499;2013;
TRENTINO-ALTO ADIGE;SVP;54474;2013;
TRENTINO-ALTO ADIGE;PD - SVP;47623;2013;
TRENTINO-ALTO ADIGE;SVP;42667;2013;
TRENTINO-ALTO ADIGE;DIE FREIHEITLICHEN;42084;2013;
TRENTINO-ALTO ADIGE;RIVOLUZIONE CIVILE;11262;2013;
TRENTINO-ALTO ADIGE;FARE PER FERMARE IL DECLINO;8795;2013;
TRENTINO-ALTO ADIGE;VERDI - GRUNE - VERC;6686;2013;
TRENTINO-ALTO ADIGE;VERDI - GRUNE - VERC;6122;2013;
TRENTINO-ALTO ADIGE;L'ALTO ADIGE NEL CUORE;4672;2013;
TRENTINO-ALTO ADIGE;PARTITO DEMOCRATICO;4478;2013;
TRENTINO-ALTO ADIGE;PARTITO DEMOCRATICO;4319;2013;
TRENTINO-ALTO ADIGE;SCELTA CIVICA CON MONTI PER L'ITALIA;4016;2013;
TRENTINO-ALTO ADIGE;SCELTA CIVICA CON MONTI PER L'ITALIA;3630;2013;
TRENTINO-ALTO ADIGE;MIR - MODERATI IN RIVOLUZIONE;3414;2013;
TRENTINO-ALTO ADIGE;FRATELLI D'ITALIA;2365;2013;
TRENTINO-ALTO ADIGE;LA DESTRA;1181;2013;
TRENTINO-ALTO ADIGE;CASAPOUND ITALIA;1159;2013;
TRENTINO-ALTO ADIGE;PARTITO PER TUTTI - PARTEI FUR ALLE;426;2013;
PIEMONTE;DC;927617;1958
PIEMONTE;PCI;437960;1958
PIEMONTE;PSI;334832;1958
PIEMONTE;PSDI;169142;1958
PIEMONTE;PLI;131854;1958
PIEMONTE;COMUNITA';101350;1958
PIEMONTE;P.NAZ.MONARCHICO;58969;1958
PIEMONTE;MOVIM.AUT.REG.-M.A.R.P.;56828;1958
PIEMONTE;MSI;39031;1958
PIEMONTE;P.MONARCHICO POP.;22915;1958
PIEMONTE;PRI-P.RAD.;16064;1958
PIEMONTE;MOVIMENTO RURALE;2389;1958
VALLE D'AOSTA;IND.SIN.;28141;1958
VALLE D'AOSTA;DC;24772;1958
VALLE D'AOSTA;MSI;1426;1958
LOMBARDIA;DC;1805779;1958
LOMBARDIA;PSI;747266;1958
LOMBARDIA;PCI;746880;1958
LOMBARDIA;PSDI;248824;1958
LOMBARDIA;PLI;184701;1958
LOMBARDIA;MSI;151330;1958
LOMBARDIA;P.NAZ.MONARCHICO;53672;1958
LOMBARDIA;P.MONARCHICO POP.;47403;1958
LOMBARDIA;PRI-P.RAD.;33340;1958
LOMBARDIA;COMUNITA';8848;1958
LOMBARDIA;MOVIM.AUT.REG.-M.A.R.P.;4260;1958
TRENTINO-ALTO ADIGE;DC;180519;1958
TRENTINO-ALTO ADIGE;PPST;120068;1958
TRENTINO-ALTO ADIGE;PSI-PSDI-IS;43191;1958
TRENTINO-ALTO ADIGE;MSI;19688;1958
TRENTINO-ALTO ADIGE;PLI;15004;1958
TRENTINO-ALTO ADIGE;PSI;8023;1958
TRENTINO-ALTO ADIGE;PSDI;7448;1958
VENETO;DC;1134288;1958
VENETO;PSI;326073;1958
VENETO;PCI;268836;1958
VENETO;PSDI;127919;1958
VENETO;PART.NAZ.MON-MSI;70995;1958
VENETO;PLI;69701;1958
VENETO;PRI-P.RAD.;17067;1958
VENETO;P.MONARCHICO POP.;16665;1958
VENETO;TRE CIME DI LAVAREDO;9928;1958
VENETO;MSI;3955;1958
FRIULI-VENEZIA GIULIA;DC;252488;1958
FRIULI-VENEZIA GIULIA;PSI;77206;1958
FRIULI-VENEZIA GIULIA;PCI;64172;1958
FRIULI-VENEZIA GIULIA;PSDI;43332;1958
FRIULI-VENEZIA GIULIA;MSI;24252;1958
FRIULI-VENEZIA GIULIA;PLI;13141;1958
FRIULI-VENEZIA GIULIA;P.NAZ.MONARCHICO;10513;1958
FRIULI-VENEZIA GIULIA;PRI-P.RAD.;3177;1958
FRIULI-VENEZIA GIULIA;P.MONARCHICO POP.;2599;1958
LIGURIA;DC;408955;1958
LIGURIA;PCI;250650;1958
LIGURIA;PSI;180675;1958
LIGURIA;PSDI;65924;1958
LIGURIA;MSI;41547;1958
LIGURIA;PLI;37955;1958
LIGURIA;P.NAZ.MONARCHICO;17411;1958
LIGURIA;PRI-P.RAD.;16959;1958
LIGURIA;P.MONARCHICO POP.;5221;1958
LIGURIA;COMUNITA';3944;1958
EMILIA-ROMAGNA;PCI;800381;1958
EMILIA-ROMAGNA;DC;629462;1958
EMILIA-ROMAGNA;PSI;351335;1958
EMILIA-ROMAGNA;PSDI;149307;1958
EMILIA-ROMAGNA;PRI-P.RAD.;77800;1958
EMILIA-ROMAGNA;PLI;70338;1958
EMILIA-ROMAGNA;PART.NAZ.MON-MSI;53430;1958
EMILIA-ROMAGNA;MSI;17474;1958
EMILIA-ROMAGNA;P.MONARCHICO POP.;5342;1958
TOSCANA;DC;709575;1958
TOSCANA;PCI;675068;1958
TOSCANA;PSI;329000;1958
TOSCANA;PART.NAZ.MON-MSI;90534;1958
TOSCANA;PSDI;58376;1958
TOSCANA;PRI-P.RAD.;49050;1958
TOSCANA;PLI;37700;1958
TOSCANA;P.MONARCHICO POP.;9375;1958
UMBRIA;DC;149565;1958
UMBRIA;PCI;135997;1958
UMBRIA;PSI;101466;1958
UMBRIA;PART.NAZ.MON-MSI;29486;1958
UMBRIA;BRUNO BUITONI;11540;1958
UMBRIA;PRI-P.RAD.;10896;1958
UMBRIA;PSDI;10139;1958
UMBRIA;PLI;5011;1958
MARCHE;DC;338576;1958
MARCHE;PCI;187493;1958
MARCHE;PSI;121216;1958
MARCHE;MSI;30454;1958
MARCHE;PSDI;30316;1958
MARCHE;PRI-P.RAD.;30259;1958
MARCHE;PLI;13333;1958
MARCHE;P.MONARCHICO POP.;8006;1958
LAZIO;DC;712132;1958
LAZIO;PCI;433515;1958
LAZIO;PSI;247124;1958
LAZIO;MSI;215184;1958
LAZIO;P.MONARCHICO POP.;81104;1958
LAZIO;PLI;67836;1958
LAZIO;P.NAZ.MONARCHICO;55365;1958
LAZIO;PSDI;52686;1958
LAZIO;PRI-P.RAD.;51132;1958
LAZIO;COMUNITA';10238;1958
LAZIO;TOTA SABINA CIVITAS;6449;1958
ABRUZZI E MOLISE;DC;365080;1958
ABRUZZI E MOLISE;PCI;164904;1958
ABRUZZI E MOLISE;PSI;74051;1958
ABRUZZI E MOLISE;MSI;55221;1958
ABRUZZI E MOLISE;P.MONARCHICO POP.;44338;1958
ABRUZZI E MOLISE;P.NAZ.MONARCHICO;37141;1958
ABRUZZI E MOLISE;PLI;31544;1958
ABRUZZI E MOLISE;PSDI;20279;1958
ABRUZZI E MOLISE;PRI-P.RAD.;8235;1958
ABRUZZI E MOLISE;P.NAZIONALE LAVORO;3588;1958
CAMPANIA;DC;813570;1958
CAMPANIA;PCI;429772;1958
CAMPANIA;P.MONARCHICO POP.;305417;1958
CAMPANIA;PSI;214919;1958
CAMPANIA;MSI;112758;1958
CAMPANIA;PLI;99886;1958
CAMPANIA;P.NAZ.MONARCHICO;75280;1958
CAMPANIA;PSDI;52749;1958
CAMPANIA;COMUNITA';11355;1958
CAMPANIA;PRI-P.RAD.;10212;1958
CAMPANIA;UNIFIC.SOCIALISTA;3110;1958
PUGLIA;DC;655269;1958
PUGLIA;PCI;361685;1958
PUGLIA;PSI;186725;1958
PUGLIA;MSI;143329;1958
PUGLIA;P.NAZ.MONARCHICO;122769;1958
PUGLIA;P.MONARCHICO POP.;43490;1958
PUGLIA;PLI;33961;1958
PUGLIA;PSDI;21293;1958
PUGLIA;PRI-P.RAD.;6473;1958
BASILICATA;DC;133155;1958
BASILICATA;PCI;72223;1958
BASILICATA;P.MONARCHICO POP.;33159;1958
BASILICATA;PSI;31477;1958
BASILICATA;COMUNITA';7162;1958
BASILICATA;MSI;6585;1958
BASILICATA;PSDI;6296;1958
BASILICATA;PART.NAZ.MONARCHICO;4729;1958
CALABRIA;DC;381184;1958
CALABRIA;PCI;205938;1958
CALABRIA;PSI;117972;1958
CALABRIA;MSI;71829;1958
CALABRIA;PLI;34621;1958
CALABRIA;P.NAZ.MONARCHICO;30876;1958
CALABRIA;P.MONARCHICO POP.;28844;1958
CALABRIA;PSDI;9522;1958
CALABRIA;PRI-P.RAD.;3882;1958
CALABRIA;QUADRIFOGLIO;2818;1958
SICILIA;DC;859589;1958
SICILIA;PCI;465478;1958
SICILIA;PSI;233685;1958
SICILIA;MSI;215988;1958
SICILIA;PLI;149997;1958
SICILIA;P.NAZ.MONARCHICO;103049;1958
SICILIA;P.MONARCHICO POP.;89046;1958
SICILIA;PSDI;70699;1958
SICILIA;PRI-P.RAD.;28916;1958
SICILIA;CHIAVE;12686;1958
SARDEGNA;DC;299379;1958
SARDEGNA;PCI-PSI;185557;1958
SARDEGNA;PART.NAZ.MON-MSI;46914;1958
SARDEGNA;P.MONARCHICO POP.;31318;1958
SARDEGNA;PS D'AZ.;25923;1958
SARDEGNA;PSDI;20029;1958
SARDEGNA;PLI;16027;1958
PIEMONTE;PCI;788203;1983
PIEMONTE;DC;722774;1983
PIEMONTE;PSI;268594;1983
PIEMONTE;PRI;205564;1983
PIEMONTE;PLI;185553;1983
PIEMONTE;PSDI;137719;1983
PIEMONTE;MSI-DN;130228;1983
PIEMONTE;P.RAD;70922;1983
PIEMONTE;DEM.PROL;38281;1983
PIEMONTE;LISTA PER TRIESTE;14397;1983
VALLE D'AOSTA;UV-UVP-D.POP.;26547;1983
VALLE D'AOSTA;PCI;15116;1983
VALLE D'AOSTA;DC;11243;1983
VALLE D'AOSTA;PSI;3943;1983
VALLE D'AOSTA;PLI-PRI-PSDI;3340;1983
VALLE D'AOSTA;MSI-DN;1999;1983
LOMBARDIA;DC;1747002;1983
LOMBARDIA;PCI;1447823;1983
LOMBARDIA;PSI;615644;1983
LOMBARDIA;PRI;349351;1983
LOMBARDIA;MSI-DN;255667;1983
LOMBARDIA;PLI;197084;1983
LOMBARDIA;PSDI;192172;1983
LOMBARDIA;P.RAD;103697;1983
LOMBARDIA;DEM.PROL;91814;1983
LOMBARDIA;PART.NAZ.PENS.;54404;1983
LOMBARDIA;PART.CRIST.AZ.SOC.;12588;1983
LOMBARDIA;LISTA PER TRIESTE;9079;1983
TRENTINO-ALTO ADIGE;PPST;157444;1983
TRENTINO-ALTO ADIGE;DC;138598;1983
TRENTINO-ALTO ADIGE;PCI;54003;1983
TRENTINO-ALTO ADIGE;PSI;33626;1983
TRENTINO-ALTO ADIGE;PRI;22380;1983
TRENTINO-ALTO ADIGE;PPTT;17354;1983
TRENTINO-ALTO ADIGE;MSI-DN;15132;1983
TRENTINO-ALTO ADIGE;PSDI;11369;1983
TRENTINO-ALTO ADIGE;P.RAD;9281;1983
TRENTINO-ALTO ADIGE;PLI;7642;1983
TRENTINO-ALTO ADIGE;LISTA PER TRIESTE;952;1983
VENETO;DC;1074591;1983
VENETO;PCI;528362;1983
VENETO;PSI;254057;1983
VENETO;PRI;128117;1983
VENETO;MSI-DN;101452;1983
VENETO;PSDI;98720;1983
VENETO;LIGA VENETA;91171;1983
VENETO;PLI;76405;1983
VENETO;PART.NAZ.PENS.;45641;1983
VENETO;P.RAD;45041;1983
VENETO;DEM.PROL;31941;1983
VENETO;LISTA PER TRIESTE;2081;1983
FRIULI-VENEZIA GIULIA;DC;260317;1983
FRIULI-VENEZIA GIULIA;PCI;168454;1983
FRIULI-VENEZIA GIULIA;PSI;80740;1983
FRIULI-VENEZIA GIULIA;LISTA PER TRIESTE;47793;1983
FRIULI-VENEZIA GIULIA;MSI-DN;41291;1983
FRIULI-VENEZIA GIULIA;PSDI;36786;1983
FRIULI-VENEZIA GIULIA;PRI;35869;1983
FRIULI-VENEZIA GIULIA;MOV.FRIULI;23847;1983
FRIULI-VENEZIA GIULIA;PLI;17291;1983
FRIULI-VENEZIA GIULIA;P.RAD;13177;1983
FRIULI-VENEZIA GIULIA;UNIONE SLOVENA;8904;1983
FRIULI-VENEZIA GIULIA;DEM.PROL;8191;1983
LIGURIA;PCI;396637;1983
LIGURIA;DC;311341;1983
LIGURIA;PSI;112384;1983
LIGURIA;PLI-PSDI;72298;1983
LIGURIA;PRI;70795;1983
LIGURIA;MSI-DN;59426;1983
LIGURIA;P.RAD;27265;1983
LIGURIA;LISTA TS-PPPIU;19118;1983
LIGURIA;DEM.PROL;14714;1983
EMILIA-ROMAGNA;PCI;1219906;1983
EMILIA-ROMAGNA;DC;592686;1983
EMILIA-ROMAGNA;PSI;250842;1983
EMILIA-ROMAGNA;PRI;156978;1983
EMILIA-ROMAGNA;PSDI;93841;1983
EMILIA-ROMAGNA;MSI-DN;91685;1983
EMILIA-ROMAGNA;PLI;57367;1983
EMILIA-ROMAGNA;P.RAD;32862;1983
EMILIA-ROMAGNA;PART.NAZ.PENS.;28372;1983
EMILIA-ROMAGNA;DEM.PROL;20879;1983
EMILIA-ROMAGNA;UN.PEN.PENS.IT.;2972;1983
EMILIA-ROMAGNA;LISTA PER TRIESTE;1117;1983
TOSCANA;PCI;1044368;1983
TOSCANA;DC;587321;1983
TOSCANA;PSI;251171;1983
TOSCANA;PLI-PRI;107803;1983
TOSCANA;MSI-DN;95732;1983
TOSCANA;PSDI;48423;1983
TOSCANA;PART.NAZ.PENS.;32084;1983
TOSCANA;P.RAD;30150;1983
TOSCANA;DEM.PROL;24721;1983
TOSCANA;LISTA PER TRIESTE;2637;1983
UMBRIA;PCI;229777;1983
UMBRIA;DC;132842;1983
UMBRIA;PSI;64095;1983
UMBRIA;MSI-DN;29285;1983
UMBRIA;PRI;15965;1983
UMBRIA;PART.NAZ.PENS.;9127;1983
UMBRIA;PSDI;8085;1983
UMBRIA;PLI;5226;1983
UMBRIA;P.RAD;4911;1983
UMBRIA;DEM.PROL;4714;1983
MARCHE;PCI;325516;1983
MARCHE;DC;292894;1983
MARCHE;PSI;83131;1983
MARCHE;MSI-DN;43848;1983
MARCHE;PRI;38185;1983
MARCHE;PSDI;25023;1983
MARCHE;PLI;13643;1983
MARCHE;PART.NAZ.PENS.;12302;1983
MARCHE;P.RAD;9715;1983
MARCHE;DEM.PROL;7028;1983
MARCHE;LISTA PER TRIESTE;801;1983
LAZIO;DC;848857;1983
LAZIO;PCI;843680;1983
LAZIO;MSI-DN;299852;1983
LAZIO;PSI;274687;1983
LAZIO;PRI;130777;1983
LAZIO;PSDI;126001;1983
LAZIO;PLI;86152;1983
LAZIO;P.RAD;75754;1983
LAZIO;PART.NAZ.PENS.;55679;1983
LAZIO;DEM.PROL;26825;1983
LAZIO;UN.PEN.PENS.IT.;7923;1983
LAZIO;LISTA DI LOTTA;6403;1983
ABRUZZO;DC;292939;1983
ABRUZZO;PCI;209696;1983
ABRUZZO;PSI;75069;1983
ABRUZZO;MSI-DN;49636;1983
ABRUZZO;PLI-PRI;19701;1983
ABRUZZO;PSDI;17483;1983
ABRUZZO;PART.NAZ.PENS.;12823;1983
ABRUZZO;P.RAD;9364;1983
ABRUZZO;LISTA TS-PPPIU;856;1983
MOLISE;DC;94873;1983
MOLISE;RINN-MOLISE;33525;1983
MOLISE;MSI-DN;12265;1983
MOLISE;PSDI;7759;1983
MOLISE;DEM.PROL;6733;1983
MOLISE;PRI;5537;1983
MOLISE;PLI;5379;1983
MOLISE;P.RAD;3642;1983
CAMPANIA;DC;837865;1983
CAMPANIA;PCI;653225;1983
CAMPANIA;MSI-DN;360251;1983
CAMPANIA;PSI;314253;1983
CAMPANIA;PSDI;131849;1983
CAMPANIA;PRI;96717;1983
CAMPANIA;PLI;62185;1983
CAMPANIA;P.RAD;41284;1983
CAMPANIA;PART.NAZ.PENS.;29293;1983
CAMPANIA;DEM.PROL;25022;1983
CAMPANIA;LISTA TS-PPPIU;6606;1983
PUGLIA;DC;642118;1983
PUGLIA;PCI;512861;1983
PUGLIA;PSI;267668;1983
PUGLIA;MSI-DN;236825;1983
PUGLIA;PSDI;107805;1983
PUGLIA;PRI;62766;1983
PUGLIA;PART.NAZ.PENS.;38098;1983
PUGLIA;PLI;32811;1983
PUGLIA;P.RAD;20348;1983
BASILICATA;DC;132169;1983
BASILICATA;PCI;91133;1983
BASILICATA;PSI;35189;1983
BASILICATA;MSI-DN;20184;1983
BASILICATA;PSDI;14498;1983
BASILICATA;PRI;4487;1983
BASILICATA;PLI;2782;1983
BASILICATA;P.RAD;2513;1983
BASILICATA;LISTA TS-PPPIU;1360;1983
CALABRIA;DC;322724;1983
CALABRIA;PCI;275129;1983
CALABRIA;PSI;153391;1983
CALABRIA;MSI-DN;99620;1983
CALABRIA;PLI-PRI-PSDI;47608;1983
CALABRIA;PART.NAZ.PENS.;18186;1983
CALABRIA;P.RAD;8999;1983
CALABRIA;DEM.PROL;6867;1983
SICILIA;DC;772903;1983
SICILIA;PCI;531611;1983
SICILIA;PSI;313699;1983
SICILIA;MSI-DN;281621;1983
SICILIA;PRI;128791;1983
SICILIA;PSDI;127403;1983
SICILIA;PLI;85251;1983
SICILIA;PART.NAZ.PENS.;34747;1983
SICILIA;P.RAD;27482;1983
SICILIA;DEM.PROL;20020;1983
SICILIA;FR.NAZ.SIC.;8243;1983
SICILIA;LISTA PER TRIESTE;6685;1983
SARDEGNA;DC;261147;1983
SARDEGNA;PCI;241571;1983
SARDEGNA;PSI;87410;1983
SARDEGNA;PS D'AZ.;76797;1983
SARDEGNA;MSI-DN;57525;1983
SARDEGNA;PLI-PRI-PSDI;49270;1983
SARDEGNA;P.RAD;11822;1983
SARDEGNA;LISTA TS-UDP;5678;1983
PIEMONTE;POLO DELLE LIBERTA';996779;1994
PIEMONTE;"PROGRESSISTI ";749974;1994
PIEMONTE;PATTO PER L'ITALIA;404455;1994
PIEMONTE;ALLEANZA NAZIONALE;234806;1994
PIEMONTE;PANNELLA-RIFORMATORI;119402;1994
PIEMONTE;PARTITO PENSIONATI;80141;1994
PIEMONTE;VERDI-VERDI;68218;1994
PIEMONTE;LEGA PER IL PIEMONTE;49505;1994
PIEMONTE;RINNOVAMENTO;8027;1994
VALLE D'AOSTA;L.VALLE D'AOSTA;27493;1994
VALLE D'AOSTA;"PROGRESSISTI ";15134;1994
VALLE D'AOSTA;UNITE VALDOTAINS;13255;1994
VALLE D'AOSTA;POLO DELLE LIBERTA';12640;1994
VALLE D'AOSTA;ALLEANZA NAZIONALE;3319;1994
LOMBARDIA;POLO DELLE LIBERTA';2491623;1994
LOMBARDIA;"PROGRESSISTI ";1291179;1994
LOMBARDIA;PATTO PER L'ITALIA;837082;1994
LOMBARDIA;ALLEANZA NAZIONALE;380051;1994
LOMBARDIA;LEGA ALPINA LUMBARDA;246046;1994
LOMBARDIA;PANNELLA-RIFORMATORI;217955;1994
LOMBARDIA;PARTITO PENSIONATI;125855;1994
LOMBARDIA;LG.ANGELA BOSSI;72455;1994
LOMBARDIA;PART.LEGGE NATURALE;31582;1994
LOMBARDIA;DEMOCRATICI POPOLARI;15980;1994
TRENTINO-ALTO ADIGE;SVP;217137;1994
TRENTINO-ALTO ADIGE;POLO DELLE LIBERTA';107656;1994
TRENTINO-ALTO ADIGE;PATTO PER L'ITALIA;61259;1994
TRENTINO-ALTO ADIGE;"PROGRESSISTI ";59246;1994
TRENTINO-ALTO ADIGE;ALLEANZA NAZIONALE;53389;1994
TRENTINO-ALTO ADIGE;ADA;34590;1994
TRENTINO-ALTO ADIGE;PART.LEGGE NATURALE;6278;1994
VENETO;POLO DELLE LIBERTA';1129315;1994
VENETO;"PROGRESSISTI ";598790;1994
VENETO;PATTO PER L'ITALIA;545220;1994
VENETO;ALLEANZA NAZIONALE;221263;1994
VENETO;LEGA AUT.VENETA;165370;1994
VENETO;MOV.VEN.REG.AUT;64149;1994
VENETO;PART.LEGGE NATURALE;25182;1994
VENETO;INIZIATIVA POP.DEM.;20114;1994
