Ente;Liste/Gruppi;Voti;Year
FRIULI VENEZIA GIULIA;PRI;27222;1976
FRIULI VENEZIA GIULIA;DEM.PROL;14609;1976
FRIULI VENEZIA GIULIA;PLI;9831;1976
FRIULI VENEZIA GIULIA;UNIONE SLOVENA;3433;1976
EMILIA ROMAGNA;PCI;819224;1976
EMILIA ROMAGNA;DC;430104;1976
EMILIA ROMAGNA;PSI;147273;1976
EMILIA ROMAGNA;PRI;99783;1976
EMILIA ROMAGNA;PSDI;63054;1976
EMILIA ROMAGNA;MSI-DN;52331;1976
EMILIA ROMAGNA;P.RAD;18263;1976
EMILIA ROMAGNA;PLI;15749;1976
EMILIA ROMAGNA;DEM.PROL;15542;1976
EMILIA ROMAGNA;P.DEM.;2797;1976
EMILIA ROMAGNA;PCI;579845;1976
EMILIA ROMAGNA;DC;390179;1976
EMILIA ROMAGNA;PSI;110022;1976
EMILIA ROMAGNA;PSDI;47460;1976
EMILIA ROMAGNA;MSI-DN;34863;1976
EMILIA ROMAGNA;PRI;23605;1976
EMILIA ROMAGNA;DEM.PROL;13139;1976
EMILIA ROMAGNA;P.RAD;10684;1976
EMILIA ROMAGNA;PLI;10157;1976
TOSCANA;PCI;529458;1976
TOSCANA;DC;319031;1976
TOSCANA;PSI;91952;1976
TOSCANA;MSI-DN;32312;1976
TOSCANA;PRI;25142;1976
TOSCANA;PSDI;23929;1976
TOSCANA;DEM.PROL;13220;1976
TOSCANA;P.RAD;10117;1976
TOSCANA;PLI;6011;1976
TOSCANA;PCI;406341;1976
TOSCANA;DC;321240;1976
TOSCANA;PSI;101642;1976
TOSCANA;MSI-DN;39043;1976
TOSCANA;PRI;31167;1976
TOSCANA;PSDI;24803;1976
TOSCANA;DEM.PROL;12275;1976
TOSCANA;P.RAD;7439;1976
TOSCANA;PLI;5652;1976
TOSCANA;PCI;293040;1976
TOSCANA;DC;172999;1976
TOSCANA;PSI;60510;1976
TOSCANA;MSI-DN;20179;1976
TOSCANA;PRI;14896;1976
TOSCANA;PSDI;11675;1976
TOSCANA;DEM.PROL;7294;1976
TOSCANA;P.RAD;3605;1976
TOSCANA;PLI;2874;1976
MARCHE;PCI;389556;1976
MARCHE;DC;381223;1976
MARCHE;PSI;80877;1976
MARCHE;MSI-DN;39079;1976
MARCHE;PRI;33588;1976
MARCHE;PSDI;27957;1976
MARCHE;DEM.PROL;10826;1976
MARCHE;P.RAD;7035;1976
MARCHE;PLI;6560;1976
UMBRIA;PCI;303770;1976
UMBRIA;DC;215618;1976
UMBRIA;PSI;74571;1976
UMBRIA;MSI-DN;37182;1976
UMBRIA;PRI;17046;1976
UMBRIA;PSDI;11008;1976
UMBRIA;DEM.PROL;6446;1976
UMBRIA;P.RAD;3865;1976
UMBRIA;PLI;3054;1976
UMBRIA;NPP;277;1976
LAZIO;PCI;1138531;1976
LAZIO;DC;1127263;1976
LAZIO;MSI-DN;298643;1976
LAZIO;PSI;240205;1976
LAZIO;PSDI;105134;1976
LAZIO;PRI;104961;1976
LAZIO;P.RAD;57709;1976
LAZIO;DEM.PROL;44528;1976
LAZIO;PLI;38581;1976
LAZIO;NPP;2267;1976
LAZIO;POE;1359;1976
ABRUZZO;DC;349123;1976
ABRUZZO;PCI;275536;1976
ABRUZZO;PSI;61325;1976
ABRUZZO;MSI-DN;50011;1976
ABRUZZO;PSDI;19943;1976
ABRUZZO;PRI;13744;1976
ABRUZZO;DEM.PROL;10308;1976
ABRUZZO;PLI;5083;1976
ABRUZZO;P.RAD;4865;1976
MOLISE;DC;103396;1976
MOLISE;PCI;52956;1976
MOLISE;PSI;13618;1976
MOLISE;MSI-DN;12188;1976
MOLISE;PSDI;7349;1976
MOLISE;PRI;6220;1976
MOLISE;PLI;3885;1976
MOLISE;DEM.PROL;3266;1976
MOLISE;P.RAD;1000;1976
CAMPANIA;DC;739177;1976
CAMPANIA;PCI;730693;1976
CAMPANIA;MSI-DN;233566;1976
CAMPANIA;PSI;146968;1976
CAMPANIA;PSDI;59694;1976
CAMPANIA;PRI;53408;1976
CAMPANIA;DEM.PROL;32127;1976
CAMPANIA;PLI;22311;1976
CAMPANIA;P.RAD;16429;1976
CAMPANIA;PART.SIN.DEM.;1757;1976
CAMPANIA;NPP;1420;1976
CAMPANIA;DC;467888;1976
CAMPANIA;PCI;257129;1976
CAMPANIA;MSI-DN;99741;1976
CAMPANIA;PSI;90058;1976
CAMPANIA;PSDI;43459;1976
CAMPANIA;PRI;24585;1976
CAMPANIA;PLI;17054;1976
CAMPANIA;DEM.PROL;13096;1976
CAMPANIA;P.RAD;4950;1976
PUGLIA;DC;497345;1976
PUGLIA;PCI;398490;1976
PUGLIA;MSI-DN;119863;1976
PUGLIA;PSI;110597;1976
PUGLIA;PSDI;41317;1976
PUGLIA;PRI;22352;1976
PUGLIA;PLI;12920;1976
PUGLIA;DEM.PROL;12729;1976
PUGLIA;P.RAD;8781;1976
PUGLIA;DC;435890;1976
PUGLIA;PCI;310484;1976
PUGLIA;MSI-DN;97558;1976
PUGLIA;PSI;94200;1976
PUGLIA;PSDI;28049;1976
PUGLIA;PRI;21339;1976
PUGLIA;DEM.PROL;12881;1976
PUGLIA;PLI;6410;1976
PUGLIA;P.RAD;5786;1976
PUGLIA;NPP;981;1976
BASILICATA;DC;160491;1976
BASILICATA;PCI;120341;1976
BASILICATA;PSI;37065;1976
BASILICATA;MSI-DN;21778;1976
BASILICATA;PSDI;8842;1976
BASILICATA;DEM.PROL;4317;1976
BASILICATA;PRI;3367;1976
BASILICATA;PLI;2454;1976
BASILICATA;P.RAD;1572;1976
BASILICATA;NPP;728;1976
CALABRIA;DC;440458;1976
CALABRIA;PCI;368406;1976
CALABRIA;PSI;128732;1976
CALABRIA;MSI-DN;97971;1976
CALABRIA;PSDI;29889;1976
CALABRIA;PRI;23602;1976
CALABRIA;DEM.PROL;16773;1976
CALABRIA;PLI;7652;1976
CALABRIA;P.RAD;5538;1976
SICILIA;DC;612595;1976
SICILIA;PCI;410588;1976
SICILIA;MSI-DN;189080;1976
SICILIA;PSI;124241;1976
SICILIA;PSDI;47268;1976
SICILIA;PRI;43220;1976
SICILIA;PLI;29253;1976
SICILIA;DEM.PROL;15553;1976
SICILIA;P.RAD;12948;1976
SICILIA;NPP;1967;1976
SICILIA;DC;580189;1976
SICILIA;PCI;366743;1976
SICILIA;PSI;130116;1976
SICILIA;MSI-DN;122691;1976
SICILIA;PSDI;43830;1976
SICILIA;PRI;43775;1976
SICILIA;PLI;19634;1976
SICILIA;DEM.PROL;15633;1976
SICILIA;P.RAD;12790;1976
SICILIA;UN.BEN.CIV.;1299;1976
SICILIA;NPP;1113;1976
SARDEGNA;DC;370682;1976
SARDEGNA;PCI;330585;1976
SARDEGNA;PSI;86529;1976
SARDEGNA;MSI-DN;67130;1976
SARDEGNA;PSDI;23959;1976
SARDEGNA;PRI;18573;1976
SARDEGNA;DEM.PROL;14584;1976
SARDEGNA;PLI;10294;1976
SARDEGNA;P.RAD;7792;1976
VALLE D'AOSTA;PCI-PSI-PDUP;26748;1976
VALLE D'AOSTA;DC-RV-UV-UVP-PRI;24091;1976
VALLE D'AOSTA;DEM.POP-UVP M.REG;20234;1976
VALLE D'AOSTA;MSI-DN;2198;1976
VALLE D'AOSTA;P.RAD;2020;1976
FRIULI VENEZIA GIULIA;DC;82615;1976
FRIULI VENEZIA GIULIA;PCI;65007;1976
FRIULI VENEZIA GIULIA;MSI-DN;23064;1976
FRIULI VENEZIA GIULIA;PSI;15776;1976
FRIULI VENEZIA GIULIA;PRI;10357;1976
FRIULI VENEZIA GIULIA;PSDI;7025;1976
FRIULI VENEZIA GIULIA;P.RAD;6931;1976
FRIULI VENEZIA GIULIA;UNIONE SLOVENA;4750;1976
FRIULI VENEZIA GIULIA;MOV.IND.TLT;4540;1976
FRIULI VENEZIA GIULIA;PLI;4504;1976
FRIULI VENEZIA GIULIA;DEM.PROL;2239;1976
PIEMONTE 1;FORZA ITALIA;293573;1996
PIEMONTE 1;PDS;289259;1996
PIEMONTE 1;LEGA NORD;212011;1996
PIEMONTE 1;ALLEANZA NAZIONALE;196969;1996
PIEMONTE 1;RIFONDAZIONE COMUNISTA;195609;1996
PIEMONTE 1;RINNOVAMENTO IT-DINI;88314;1996
PIEMONTE 1;POP-SVP-PRI-UD-PRODI;80366;1996
PIEMONTE 1;CCD-CDU;58735;1996
PIEMONTE 1;PANNELLA-SGARBI;37668;1996
PIEMONTE 1;FEDERAZIONE DEI VERDI;37235;1996
PIEMONTE 1;VERDI-VERDI;25788;1996
PIEMONTE 1;SOCIALISTA;6885;1996
PIEMONTE 1;NUOVE ENERGIE;5393;1996
PIEMONTE 1;PART.FEDERAL.;3743;1996
PIEMONTE 1;PART.UMANISTA;2937;1996
PIEMONTE 2;FORZA ITALIA;349793;1996
PIEMONTE 2;LEGA NORD;328333;1996
PIEMONTE 2;PDS;212398;1996
PIEMONTE 2;ALLEANZA NAZIONALE;160991;1996
PIEMONTE 2;POP-SVP-PRI-UD-PRODI;118358;1996
PIEMONTE 2;RIFONDAZIONE COMUNISTA;110437;1996
PIEMONTE 2;CCD-CDU;72166;1996
PIEMONTE 2;FEDERAZIONE DEI VERDI;35583;1996
PIEMONTE 2;PANNELLA-SGARBI;34096;1996
PIEMONTE 2;MANI PULITE;8565;1996
LOMBARDIA 1;FORZA ITALIA;738308;1996
LOMBARDIA 1;PDS;487298;1996
LOMBARDIA 1;LEGA NORD;449088;1996
LOMBARDIA 1;ALLEANZA NAZIONALE;259322;1996
LOMBARDIA 1;RIFONDAZIONE COMUNISTA;214998;1996
LOMBARDIA 1;POP-SVP-PRI-UD-PRODI;141448;1996
LOMBARDIA 1;RINNOVAMENTO IT-DINI;109670;1996
LOMBARDIA 1;CCD-CDU;107412;1996
LOMBARDIA 1;PANNELLA-SGARBI;79939;1996
LOMBARDIA 1;FEDERAZIONE DEI VERDI;68781;1996
LOMBARDIA 1;MOV.SOC.TRICOLORE;16116;1996
LOMBARDIA 1;PART.UMANISTA;6268;1996
LOMBARDIA 2;LEGA NORD;973651;1996
LOMBARDIA 2;FORZA ITALIA;543723;1996
LOMBARDIA 2;PDS;286828;1996
LOMBARDIA 2;ALLEANZA NAZIONALE;208567;1996
LOMBARDIA 2;POP-SVP-PRI-UD-PRODI;186239;1996
LOMBARDIA 2;RIFONDAZIONE COMUNISTA;142324;1996
LOMBARDIA 2;CCD-CDU;139863;1996
LOMBARDIA 2;RINNOVAMENTO IT-DINI;110305;1996
LOMBARDIA 2;FEDERAZIONE DEI VERDI;60160;1996
LOMBARDIA 2;PANNELLA-SGARBI;54256;1996
LOMBARDIA 2;MOV.SOC.TRICOLORE;14406;1996
LOMBARDIA 3;FORZA ITALIA;227391;1996
LOMBARDIA 3;LEGA NORD;212832;1996
LOMBARDIA 3;PDS;191166;1996
LOMBARDIA 3;ALLEANZA NAZIONALE;106783;1996
LOMBARDIA 3;RIFONDAZIONE COMUNISTA;79113;1996
LOMBARDIA 3;POP-SVP-PRI-UD-PRODI;70096;1996
LOMBARDIA 3;CCD-CDU;50424;1996
LOMBARDIA 3;RINNOVAMENTO IT-DINI;46742;1996
LOMBARDIA 3;FEDERAZIONE DEI VERDI;23511;1996
TRENTINO ALTO ADIGE;POP-SVP-PRI-UD-PRODI;99531;1996
TRENTINO ALTO ADIGE;FORZA ITALIA;80449;1996
TRENTINO ALTO ADIGE;LEGA NORD;74586;1996
TRENTINO ALTO ADIGE;ALLEANZA NAZIONALE;65803;1996
TRENTINO ALTO ADIGE;UNION FUR SUD TIROL;55548;1996
TRENTINO ALTO ADIGE;PDS;52290;1996
TRENTINO ALTO ADIGE;RINNOVAMENTO IT-DINI;50180;1996
TRENTINO ALTO ADIGE;CCD-CDU;28468;1996
TRENTINO ALTO ADIGE;FEDERAZIONE DEI VERDI;27795;1996
TRENTINO ALTO ADIGE;RIFONDAZIONE COMUNISTA;20496;1996
TRENTINO ALTO ADIGE;PART.LEGGE NATURALE;8298;1996
VENETO 1;LEGA NORD;510175;1996
VENETO 1;FORZA ITALIA;307955;1996
VENETO 1;ALLEANZA NAZIONALE;246532;1996
VENETO 1;PDS;208697;1996
VENETO 1;POP-SVP-PRI-UD-PRODI;171491;1996
VENETO 1;CCD-CDU;111857;1996
VENETO 1;RINNOVAMENTO IT-DINI;95847;1996
VENETO 1;RIFONDAZIONE COMUNISTA;88163;1996
VENETO 1;UNIONE NORD EST;63934;1996
VENETO 1;FEDERAZIONE DEI VERDI;42840;1996
VENETO 1;PANNELLA-SGARBI;29942;1996
VENETO 1;MOV.SOC.TRICOLORE;9780;1996
VENETO 1;MANI PULITE;9490;1996
VENETO 2;LEGA NORD;417858;1996
VENETO 2;FORZA ITALIA;234533;1996
VENETO 2;PDS;166139;1996
VENETO 2;ALLEANZA NAZIONALE;124675;1996
VENETO 2;POP-SVP-PRI-UD-PRODI;86061;1996
VENETO 2;RIFONDAZIONE COMUNISTA;78630;1996
VENETO 2;RINNOVAMENTO IT-DINI;69828;1996
VENETO 2;CCD-CDU;59854;1996
VENETO 2;FEDERAZIONE DEI VERDI;36554;1996
FRIULI VENEZIA GIULIA;LEGA NORD;195616;1996
FRIULI VENEZIA GIULIA;FORZA ITALIA;177741;1996
FRIULI VENEZIA GIULIA;ALLEANZA NAZIONALE;127762;1996
FRIULI VENEZIA GIULIA;PDS;109470;1996
FRIULI VENEZIA GIULIA;POP-SVP-PRI-UD-PRODI;75281;1996
FRIULI VENEZIA GIULIA;RIFONDAZIONE COMUNISTA;62837;1996
FRIULI VENEZIA GIULIA;CCD-CDU;47544;1996
FRIULI VENEZIA GIULIA;FEDERAZIONE DEI VERDI;33206;1996
FRIULI VENEZIA GIULIA;MOV.SOC.TRICOLORE;9176;1996
FRIULI VENEZIA GIULIA;NORD LIBERO AUT.;4965;1996
LIGURIA;PDS;299306;1996
LIGURIA;FORZA ITALIA;224907;1996
LIGURIA;ALLEANZA NAZIONALE;159214;1996
LIGURIA;RIFONDAZIONE COMUNISTA;119699;1996
LIGURIA;LEGA NORD;119171;1996
LIGURIA;RINNOVAMENTO IT-DINI;68081;1996
LIGURIA;POP-SVP-PRI-UD-PRODI;62129;1996
LIGURIA;CCD-CDU;48234;1996
LIGURIA;PANNELLA-SGARBI;31309;1996
LIGURIA;FEDERAZIONE DEI VERDI;28862;1996
LIGURIA;SOCIALISTA;7033;1996
EMILIA-ROMAGNA;PDS;1065771;1996
EMILIA-ROMAGNA;FORZA ITALIA;450980;1996
EMILIA-ROMAGNA;ALLEANZA NAZIONALE;343493;1996
EMILIA-ROMAGNA;RIFONDAZIONE COMUNISTA;249145;1996
EMILIA-ROMAGNA;POP-SVP-PRI-UD-PRODI;237838;1996
EMILIA-ROMAGNA;LEGA NORD;216239;1996
EMILIA-ROMAGNA;CCD-CDU;144485;1996
EMILIA-ROMAGNA;RINNOVAMENTO IT-DINI;115581;1996
EMILIA-ROMAGNA;FEDERAZIONE DEI VERDI;74547;1996
EMILIA-ROMAGNA;PANNELLA-SGARBI;68411;1996
EMILIA-ROMAGNA;MOV.SOC.TRICOLORE;13812;1996
EMILIA-ROMAGNA;NUOVA DEMOCRAZIA;8185;1996
TOSCANA;PDS;883692;1996
TOSCANA;ALLEANZA NAZIONALE;401073;1996
TOSCANA;FORZA ITALIA;363859;1996
TOSCANA;RIFONDAZIONE COMUNISTA;316569;1996
TOSCANA;POP-SVP-PRI-UD-PRODI;145266;1996
TOSCANA;CCD-CDU;121282;1996
TOSCANA;RINNOVAMENTO IT-DINI;109892;1996
TOSCANA;FEDERAZIONE DEI VERDI;50412;1996
TOSCANA;PANNELLA-SGARBI;48720;1996
TOSCANA;LEGA NORD;46000;1996
TOSCANA;SOCIALISTA;20877;1996
TOSCANA;MOV.SOC.TRICOLORE;17401;1996
TOSCANA;MOV.AUT.TOSCANO;8627;1996
TOSCANA;MANI PULITE;7070;1996
TOSCANA;PART.UMANISTA;2390;1996
UMBRIA;PDS;194758;1996
UMBRIA;ALLEANZA NAZIONALE;116148;1996
UMBRIA;FORZA ITALIA;96856;1996
UMBRIA;RIFONDAZIONE COMUNISTA;71941;1996
UMBRIA;POP-SVP-PRI-UD-PRODI;33921;1996
UMBRIA;CCD-CDU;27544;1996
UMBRIA;RINNOVAMENTO IT-DINI;25703;1996
UMBRIA;FEDERAZIONE DEI VERDI;12629;1996
UMBRIA;LEGA NORD;6177;1996
MARCHE;PDS;286773;1996
MARCHE;FORZA ITALIA;173704;1996
MARCHE;ALLEANZA NAZIONALE;162633;1996
MARCHE;RIFONDAZIONE COMUNISTA;103805;1996
MARCHE;CCD-CDU;79834;1996
MARCHE;POP-SVP-PRI-UD-PRODI;60378;1996
MARCHE;RINNOVAMENTO IT-DINI;53304;1996
MARCHE;FEDERAZIONE DEI VERDI;26997;1996
MARCHE;PANNELLA-SGARBI;18800;1996
MARCHE;LEGA NORD;14617;1996
MARCHE;MOV.SOC.TRICOLORE;12002;1996
MARCHE;PER LE MARCHE;5545;1996
LAZIO 1;ALLEANZA NAZIONALE;817622;1996
LAZIO 1;PDS;658593;1996
LAZIO 1;FORZA ITALIA;353897;1996
LAZIO 1;RIFONDAZIONE COMUNISTA;285348;1996
LAZIO 1;RINNOVAMENTO IT-DINI;128413;1996
LAZIO 1;POP-SVP-PRI-UD-PRODI;122500;1996
LAZIO 1;CCD-CDU;100434;1996
LAZIO 1;FEDERAZIONE DEI VERDI;69473;1996
LAZIO 1;PANNELLA-SGARBI;63540;1996
LAZIO 1;MOV.SOC.TRICOLORE;30746;1996
LAZIO 1;SOCIALISTA;14248;1996
LAZIO 1;PART.UMANISTA;3006;1996
LAZIO 2;FORZA ITALIA;225309;1996
LAZIO 2;ALLEANZA NAZIONALE;220769;1996
LAZIO 2;PDS;184412;1996
LAZIO 2;RIFONDAZIONE COMUNISTA;87366;1996
LAZIO 2;CCD-CDU;67853;1996
LAZIO 2;POP-SVP-PRI-UD-PRODI;67170;1996
LAZIO 2;RINNOVAMENTO IT-DINI;41114;1996
LAZIO 2;MOV.SOC.TRICOLORE;26249;1996
LAZIO 2;FEDERAZIONE DEI VERDI;20902;1996
ABRUZZI;ALLEANZA NAZIONALE;173787;1996
ABRUZZI;PDS;170486;1996
ABRUZZI;FORZA ITALIA;159384;1996
ABRUZZI;RIFONDAZIONE COMUNISTA;90170;1996
ABRUZZI;POP-SVP-PRI-UD-PRODI;61489;1996
ABRUZZI;CCD-CDU;60745;1996
ABRUZZI;RINNOVAMENTO IT-DINI;36311;1996
ABRUZZI;FEDERAZIONE DEI VERDI;26998;1996
ABRUZZI;PANNELLA-SGARBI;24501;1996
ABRUZZI;MOV.SOC.TRICOLORE;18525;1996
MOLISE;ALLEANZA NAZIONALE;35768;1996
MOLISE;PDS;35292;1996
MOLISE;FORZA ITALIA;32367;1996
MOLISE;POP-SVP-PRI-UD-PRODI;22595;1996
MOLISE;CCD-CDU;21154;1996
MOLISE;RIFONDAZIONE COMUNISTA;16946;1996
MOLISE;RINNOVAMENTO IT-DINI;7181;1996
MOLISE;MOV.SOC.TRICOLORE;5423;1996
MOLISE;FEDERAZIONE DEI VERDI;4219;1996
MOLISE;PANNELLA-SGARBI;4203;1996
MOLISE;RISORGIMENTO DEL SUD;3084;1996
MOLISE;SOCIALISTA;2421;1996
MOLISE;RINNOVAMENTO;788;1996
CAMPANIA 1;FORZA ITALIA;415366;1996
CAMPANIA 1;PDS;386134;1996
CAMPANIA 1;ALLEANZA NAZIONALE;304732;1996
CAMPANIA 1;RIFONDAZIONE COMUNISTA;177078;1996
CAMPANIA 1;POP-SVP-PRI-UD-PRODI;110015;1996
CAMPANIA 1;CCD-CDU;84561;1996
CAMPANIA 1;RINNOVAMENTO IT-DINI;67518;1996
CAMPANIA 1;FEDERAZIONE DEI VERDI;58610;1996
CAMPANIA 1;PANNELLA-SGARBI;26063;1996
CAMPANIA 1;MOV.SOC.TRICOLORE;25433;1996
CAMPANIA 1;SOCIALISTA;16872;1996
CAMPANIA 1;DEMOCRAZIA SOCIALE;9319;1996
CAMPANIA 1;SVILUPPO-LEGALITA';5347;1996
CAMPANIA 2;FORZA ITALIA;334873;1996
CAMPANIA 2;ALLEANZA NAZIONALE;295448;1996
CAMPANIA 2;PDS;254284;1996
CAMPANIA 2;CCD-CDU;172599;1996
CAMPANIA 2;POP-SVP-PRI-UD-PRODI;150768;1996
CAMPANIA 2;RIFONDAZIONE COMUNISTA;115414;1996
CAMPANIA 2;RINNOVAMENTO IT-DINI;65212;1996
CAMPANIA 2;FEDERAZIONE DEI VERDI;38944;1996
CAMPANIA 2;MOV.SOC.TRICOLORE;29117;1996
CAMPANIA 2;SOCIALISTA;24704;1996
CAMPANIA 2;PANNELLA-SGARBI;24076;1996
CAMPANIA 2;PATTO PER L'AGRO;12297;1996
CAMPANIA 2;MOV.RIN.IT.;8886;1996
PUGLIA;FORZA ITALIA;579301;1996
PUGLIA;PDS;520643;1996
PUGLIA;ALLEANZA NAZIONALE;421932;1996
PUGLIA;CCD-CDU;178062;1996
PUGLIA;RIFONDAZIONE COMUNISTA;176202;1996
PUGLIA;POP-SVP-PRI-UD-PRODI;123423;1996
PUGLIA;RINNOVAMENTO IT-DINI;87752;1996
PUGLIA;LEGA D'AZIONE MERIDIONALE;72062;1996
PUGLIA;FEDERAZIONE DEI VERDI;40449;1996
PUGLIA;MOV.SOC.TRICOLORE;37133;1996
PUGLIA;PANNELLA-SGARBI;36213;1996
PUGLIA;SOCIALISTA;29216;1996
PUGLIA;GR.INDIP.LIBERTA';17451;1996
PUGLIA;MANI PULITE;17424;1996
PUGLIA;AMBIENTALISTI;15560;1996
BASILICATA;PDS;80554;1996
BASILICATA;FORZA ITALIA;62316;1996
BASILICATA;ALLEANZA NAZIONALE;49112;1996
BASILICATA;POP-SVP-PRI-UD-PRODI;42408;1996
BASILICATA;RIFONDAZIONE COMUNISTA;33909;1996
BASILICATA;CCD-CDU;33296;1996
BASILICATA;RINNOVAMENTO IT-DINI;18975;1996
BASILICATA;FEDERAZIONE DEI VERDI;7747;1996
BASILICATA;MOV.SOC.TRICOLORE;6968;1996
BASILICATA;PANNELLA-SGARBI;4987;1996
BASILICATA;MANI PULITE;2386;1996
CALABRIA;ALLEANZA NAZIONALE;248098;1996
CALABRIA;PDS;222323;1996
CALABRIA;FORZA ITALIA;193923;1996
CALABRIA;RIFONDAZIONE COMUNISTA;106112;1996
CALABRIA;CCD-CDU;95560;1996
CALABRIA;POP-SVP-PRI-UD-PRODI;71889;1996
CALABRIA;RINNOVAMENTO IT-DINI;44352;1996
CALABRIA;PANNELLA-SGARBI;19737;1996
CALABRIA;MOV.SOC.TRICOLORE;18740;1996
CALABRIA;FEDERAZIONE DEI VERDI;18718;1996
CALABRIA;SOCIALISTA;17605;1996
CALABRIA;RINNOVAMENTO;4152;1996
SICILIA 1;FORZA ITALIA;410641;1996
SICILIA 1;PDS;199833;1996
SICILIA 1;ALLEANZA NAZIONALE;180504;1996
SICILIA 1;CCD-CDU;102521;1996
SICILIA 1;RIFONDAZIONE COMUNISTA;100520;1996
SICILIA 1;POP-SVP-PRI-UD-PRODI;78542;1996
SICILIA 1;RINNOVAMENTO IT-DINI;61956;1996
SICILIA 1;PANNELLA-SGARBI;38158;1996
SICILIA 1;FEDERAZIONE DEI VERDI;24212;1996
SICILIA 1;NOI SICILIANI-FNS;19084;1996
SICILIA 1;MOV.SOC.TRICOLORE;17463;1996
SICILIA 1;SOCIALISTA;9580;1996
SICILIA 1;RINNOVAMENTO;8737;1996
SICILIA 1;FEDERALISTI LIBERALI;6475;1996
SICILIA 2;FORZA ITALIA;453404;1996
SICILIA 2;ALLEANZA NAZIONALE;260106;1996
SICILIA 2;PDS;245577;1996
SICILIA 2;CCD-CDU;114871;1996
SICILIA 2;RIFONDAZIONE COMUNISTA;87104;1996
SICILIA 2;POP-SVP-PRI-UD-PRODI;73896;1996
SICILIA 2;RINNOVAMENTO IT-DINI;55180;1996
SICILIA 2;FEDERAZIONE DEI VERDI;48568;1996
SICILIA 2;PANNELLA-SGARBI;37832;1996
SICILIA 2;MOV.SOC.TRICOLORE;24591;1996
SICILIA 2;NOI SICILIANI-FNS;21917;1996
SARDEGNA;FORZA ITALIA;227596;1996
SARDEGNA;PDS;202142;1996
SARDEGNA;ALLEANZA NAZIONALE;182648;1996
SARDEGNA;RIFONDAZIONE COMUNISTA;83813;1996
SARDEGNA;RINNOVAMENTO IT-DINI;69969;1996
SARDEGNA;POP-SVP-PRI-UD-PRODI;60974;1996
SARDEGNA;CCD-CDU;60205;1996
SARDEGNA;PS D'AZ.;38002;1996
SARDEGNA;SARDIGNA NATZIONE;23355;1996
SARDEGNA;FEDERAZIONE DEI VERDI;20713;1996
SARDEGNA;PANNELLA-SGARBI;20537;1996
SARDEGNA;MOV.SOC.TRICOLORE;6270;1996
VALLE D'AOSTA;POUR VALLEE D'AOSTE;37431;1996
VALLE D'AOSTA;POLO PER LE LIBERTA';15810;1996
VALLE D'AOSTA;VALLE D'AOSTA-ULIVO;11526;1996
VALLE D'AOSTA;LEGA NORD;6223;1996
VALLE D'AOSTA;RIFONDAZIONE COMUNISTA;5593;1996
VALLE D'AOSTA;RINNOVAMENTO;444;1996
PIEMONTE;DC;635135;1958
PIEMONTE;PCI;354984;1958
PIEMONTE;PSI;253584;1958
PIEMONTE;PSDI;119758;1958
PIEMONTE;PLI;85577;1958
PIEMONTE;COMUNITA';71752;1958
PIEMONTE;P.NAZ.MONARCHICO;43713;1958
PIEMONTE;MSI;39970;1958
PIEMONTE;MOVIM.AUT.REG.-M.A.R.P.;36266;1958
PIEMONTE;P.MONARCHICO POP.;15126;1958
PIEMONTE;PRI-P.RAD.;14972;1958
PIEMONTE;AUT.PIEMONT-MOV.VIL.;6955;1958
PIEMONTE;MOV.PRO PENSIONATI;4987;1958
PIEMONTE;MOV.INDIP.DIVORZISTI;3955;1958
PIEMONTE;DC;392888;1958
PIEMONTE;PCI;127432;1958
PIEMONTE;PSI;116013;1958
PIEMONTE;PSDI;70814;1958
PIEMONTE;PLI;46760;1958
PIEMONTE;COMUNITA';24333;1958
PIEMONTE;MOVIM.AUT.REG.-M.A.R.P.;18403;1958
PIEMONTE;P.NAZ.MONARCHICO;17781;1958
PIEMONTE;MSI;11875;1958
PIEMONTE;PRI-P.RAD.;11694;1958
PIEMONTE;P.MONARCHICO POP.;8158;1958
LIGURIA;DC;446493;1958
LIGURIA;PCI;275957;1958
LIGURIA;PSI;193143;1958
LIGURIA;PSDI;67875;1958
LIGURIA;PLI;46412;1958
LIGURIA;MSI;43612;1958
LIGURIA;PRI-P.RAD.;18752;1958
LIGURIA;P.NAZ.MONARCHICO;15797;1958
LIGURIA;P.MONARCHICO POP.;7869;1958
LIGURIA;COMUNITA';5571;1958
LIGURIA;P.NAZIONALE LAVORO;1048;1958
LOMBARDIA;DC;828257;1958
LOMBARDIA;PCI;501209;1958
LOMBARDIA;PSI;396040;1958
LOMBARDIA;PSDI;149353;1958
LOMBARDIA;PLI;124663;1958
LOMBARDIA;MSI;84207;1958
LOMBARDIA;P.MONARCHICO POP.;40339;1958
LOMBARDIA;P.NAZ.MONARCHICO;40202;1958
LOMBARDIA;PRI-P.RAD.;23055;1958
LOMBARDIA;COMUNITA';8028;1958
LOMBARDIA;MOVIM.AUT.REG.-M.A.R.P.;4542;1958
LOMBARDIA;P.NAZIONALE LAVORO;1726;1958
LOMBARDIA;CONC.EUROPEA DEMOC.;1318;1958
LOMBARDIA;DC;418045;1958
LOMBARDIA;PSI;165314;1958
LOMBARDIA;PCI;94407;1958
LOMBARDIA;PSDI;53994;1958
LOMBARDIA;PLI;27127;1958
LOMBARDIA;MSI;24220;1958
LOMBARDIA;P.NAZ.MONARCHICO;20726;1958
