Ente;Liste/Gruppi;Voti;Year
PIEMONTE 1;FORZA ITALIA;458512;2001
PIEMONTE 1;DEMOCRATICI SINISTRA;264334;2001
PIEMONTE 1;LA MARGHERITA;252876;2001
PIEMONTE 1;ALLEANZA NAZIONALE;133987;2001
PIEMONTE 1;RIFONDAZIONE COMUNISTA;112348;2001
PIEMONTE 1;LEGA NORD;63434;2001
PIEMONTE 1;LISTA DI PIETRO;62164;2001
PIEMONTE 1;PANNELLA-BONINO;42655;2001
PIEMONTE 1;CCD-CDU;26481;2001
PIEMONTE 1;COMUNISTI ITALIANI;23204;2001
PIEMONTE 1;IL GIRASOLE;18557;2001
PIEMONTE 1;VERDI-VERDI;18262;2001
PIEMONTE 1;DEMOCRAZIA EUROPEA;13668;2001
PIEMONTE 1;NUOVO PSI;8251;2001
PIEMONTE 1;ABOLIZIONE SCORPORO;867;2001
PIEMONTE 2;FORZA ITALIA;459819;2001
PIEMONTE 2;DEMOCRATICI SINISTRA;191857;2001
PIEMONTE 2;LA MARGHERITA;182042;2001
PIEMONTE 2;ALLEANZA NAZIONALE;131058;2001
PIEMONTE 2;LEGA NORD;106679;2001
PIEMONTE 2;RIFONDAZIONE COMUNISTA;58131;2001
PIEMONTE 2;LISTA DI PIETRO;55136;2001
PIEMONTE 2;PANNELLA-BONINO;47659;2001
PIEMONTE 2;CCD-CDU;36403;2001
PIEMONTE 2;COMUNISTI ITALIANI;29713;2001
PIEMONTE 2;IL GIRASOLE;25645;2001
PIEMONTE 2;DEMOCRAZIA EUROPEA;23214;2001
PIEMONTE 2;NUOVO PSI;14081;2001
PIEMONTE 2;FIAMMA TRICOLORE;11379;2001
PIEMONTE 2;ABOLIZIONE SCORPORO;1326;2001
LOMBARDIA 1;FORZA ITALIA;870838;2001
LOMBARDIA 1;LA MARGHERITA;416488;2001
LOMBARDIA 1;DEMOCRATICI SINISTRA;342744;2001
LOMBARDIA 1;ALLEANZA NAZIONALE;253253;2001
LOMBARDIA 1;LEGA NORD;192652;2001
LOMBARDIA 1;RIFONDAZIONE COMUNISTA;142248;2001
LOMBARDIA 1;LISTA DI PIETRO;97451;2001
LOMBARDIA 1;PANNELLA-BONINO;81155;2001
LOMBARDIA 1;IL GIRASOLE;50668;2001
LOMBARDIA 1;CCD-CDU;47879;2001
LOMBARDIA 1;COMUNISTI ITALIANI;41619;2001
LOMBARDIA 1;PARTITO PENSIONATI;26239;2001
LOMBARDIA 1;DEMOCRAZIA EUROPEA;18506;2001
LOMBARDIA 1;ABOLIZIONE SCORPORO;1590;2001
LOMBARDIA 2;FORZA ITALIA;821070;2001
LOMBARDIA 2;LEGA NORD;478547;2001
LOMBARDIA 2;LA MARGHERITA;420967;2001
LOMBARDIA 2;DEMOCRATICI SINISTRA;204078;2001
LOMBARDIA 2;ALLEANZA NAZIONALE;202182;2001
LOMBARDIA 2;RIFONDAZIONE COMUNISTA;108859;2001
LOMBARDIA 2;LISTA DI PIETRO;106136;2001
LOMBARDIA 2;PANNELLA-BONINO;68060;2001
LOMBARDIA 2;CCD-CDU;61163;2001
LOMBARDIA 2;IL GIRASOLE;44146;2001
LOMBARDIA 2;DEMOCRAZIA EUROPEA;43739;2001
LOMBARDIA 2;PARTITO PENSIONATI;42110;2001
LOMBARDIA 2;COMUNISTI ITALIANI;36018;2001
LOMBARDIA 2;FIAMMA TRICOLORE;15327;2001
LOMBARDIA 2;NUOVO PSI;15175;2001
LOMBARDIA 2;LIBDEM.BASTA;6332;2001
LOMBARDIA 2;ABOLIZIONE SCORPORO;1159;2001
LOMBARDIA 3;FORZA ITALIA;319689;2001
LOMBARDIA 3;DEMOCRATICI SINISTRA;179706;2001
LOMBARDIA 3;LA MARGHERITA;100033;2001
LOMBARDIA 3;LEGA NORD;82937;2001
LOMBARDIA 3;ALLEANZA NAZIONALE;82821;2001
LOMBARDIA 3;RIFONDAZIONE COMUNISTA;58706;2001
LOMBARDIA 3;LISTA DI PIETRO;39010;2001
LOMBARDIA 3;PANNELLA-BONINO;25630;2001
LOMBARDIA 3;CCD-CDU;23863;2001
LOMBARDIA 3;IL GIRASOLE;19310;2001
LOMBARDIA 3;COMUNISTI ITALIANI;16052;2001
LOMBARDIA 3;DEMOCRAZIA EUROPEA;15937;2001
LOMBARDIA 3;PAESE NUOVO;1760;2001
LOMBARDIA 3;ABOLIZIONE SCORPORO;767;2001
TRENTINO ALTO ADIGE;SVP;200059;2001
TRENTINO ALTO ADIGE;FORZA ITALIA;100801;2001
TRENTINO ALTO ADIGE;LA MARGHERITA;70853;2001
TRENTINO ALTO ADIGE;ALLEANZA NAZIONALE;57865;2001
TRENTINO ALTO ADIGE;DEMOCRATICI SINISTRA;54155;2001
TRENTINO ALTO ADIGE;LISTA DI PIETRO;24663;2001
TRENTINO ALTO ADIGE;IL GIRASOLE;23663;2001
TRENTINO ALTO ADIGE;LEGA NORD;22273;2001
TRENTINO ALTO ADIGE;RIFONDAZIONE COMUNISTA;16510;2001
TRENTINO ALTO ADIGE;CCD-CDU;12673;2001
TRENTINO ALTO ADIGE;PANNELLA-BONINO;11808;2001
TRENTINO ALTO ADIGE;DEMOCRAZIA EUROPEA;9643;2001
TRENTINO ALTO ADIGE;COMUNISTI ITALIANI;3046;2001
TRENTINO ALTO ADIGE;ABOLIZIONE SCORPORO;501;2001
VENETO 1;FORZA ITALIA;618806;2001
VENETO 1;LA MARGHERITA;267076;2001
VENETO 1;DEMOCRATICI SINISTRA;189045;2001
VENETO 1;LEGA NORD;178601;2001
VENETO 1;ALLEANZA NAZIONALE;166295;2001
VENETO 1;LISTA DI PIETRO;83767;2001
VENETO 1;RIFONDAZIONE COMUNISTA;63622;2001
VENETO 1;CCD-CDU;61191;2001
VENETO 1;PANNELLA-BONINO;48363;2001
VENETO 1;LIGA FRONTE VENETO;44173;2001
VENETO 1;DEMOCRAZIA EUROPEA;41001;2001
VENETO 1;IL GIRASOLE;39524;2001
VENETO 1;COMUNISTI ITALIANI;20599;2001
VENETO 1;NUOVO PSI;15021;2001
VENETO 1;FORZA NUOVA;10048;2001
VENETO 1;ABOLIZIONE SCORPORO;1631;2001
VENETO 2;FORZA ITALIA;364992;2001
VENETO 2;LA MARGHERITA;192355;2001
VENETO 2;DEMOCRATICI SINISTRA;140045;2001
VENETO 2;LEGA NORD;136399;2001
VENETO 2;ALLEANZA NAZIONALE;94172;2001
VENETO 2;LISTA DI PIETRO;59081;2001
VENETO 2;RIFONDAZIONE COMUNISTA;55725;2001
VENETO 2;CCD-CDU;35762;2001
VENETO 2;PANNELLA-BONINO;33745;2001
VENETO 2;LIGA FRONTE VENETO;30180;2001
VENETO 2;IL GIRASOLE;27678;2001
VENETO 2;DEMOCRAZIA EUROPEA;15593;2001
VENETO 2;COMUNISTI ITALIANI;14037;2001
VENETO 2;FIAMMA TRICOLORE;11534;2001
VENETO 2;NUOVO PSI;10825;2001
VENETO 2;PAESE NUOVO;1812;2001
VENETO 2;ABOLIZIONE SCORPORO;1001;2001
FRIULI VENEZIA GIULIA;FORZA ITALIA;226188;2001
FRIULI VENEZIA GIULIA;LA MARGHERITA;175167;2001
FRIULI VENEZIA GIULIA;ALLEANZA NAZIONALE;101271;2001
FRIULI VENEZIA GIULIA;DEMOCRATICI SINISTRA;72143;2001
FRIULI VENEZIA GIULIA;LEGA NORD;66252;2001
FRIULI VENEZIA GIULIA;RIFONDAZIONE COMUNISTA;36502;2001
FRIULI VENEZIA GIULIA;LISTA DI PIETRO;33370;2001
FRIULI VENEZIA GIULIA;PANNELLA-BONINO;24829;2001
FRIULI VENEZIA GIULIA;CCD-CDU;19117;2001
FRIULI VENEZIA GIULIA;DEMOCRAZIA EUROPEA;17254;2001
FRIULI VENEZIA GIULIA;IL GIRASOLE;14330;2001
FRIULI VENEZIA GIULIA;COMUNISTI ITALIANI;13926;2001
FRIULI VENEZIA GIULIA;TERZO POLO AUTONOMIA;2915;2001
FRIULI VENEZIA GIULIA;ABOLIZIONE SCORPORO;896;2001
LIGURIA;FORZA ITALIA;323912;2001
LIGURIA;DEMOCRATICI SINISTRA;264270;2001
LIGURIA;LA MARGHERITA;132309;2001
LIGURIA;ALLEANZA NAZIONALE;103224;2001
LIGURIA;RIFONDAZIONE COMUNISTA;65499;2001
LIGURIA;LEGA NORD;43276;2001
LIGURIA;LISTA DI PIETRO;39922;2001
LIGURIA;PANNELLA-BONINO;30804;2001
LIGURIA;COMUNISTI ITALIANI;26293;2001
LIGURIA;CCD-CDU;23477;2001
LIGURIA;IL GIRASOLE;22101;2001
LIGURIA;DEMOCRAZIA EUROPEA;20130;2001
LIGURIA;NUOVO PSI;8969;2001
LIGURIA;PAESE NUOVO;1364;2001
LIGURIA;ABOLIZIONE SCORPORO;773;2001
EMILIA-ROMAGNA;DEMOCRATICI SINISTRA;843201;2001
EMILIA-ROMAGNA;FORZA ITALIA;695797;2001
EMILIA-ROMAGNA;LA MARGHERITA;452138;2001
EMILIA-ROMAGNA;ALLEANZA NAZIONALE;282697;2001
EMILIA-ROMAGNA;RIFONDAZIONE COMUNISTA;161975;2001
EMILIA-ROMAGNA;LISTA DI PIETRO;103133;2001
EMILIA-ROMAGNA;LEGA NORD;76012;2001
EMILIA-ROMAGNA;CCD-CDU;67069;2001
EMILIA-ROMAGNA;PANNELLA-BONINO;66188;2001
EMILIA-ROMAGNA;IL GIRASOLE;60845;2001
EMILIA-ROMAGNA;COMUNISTI ITALIANI;46567;2001
EMILIA-ROMAGNA;NUOVO PSI;32560;2001
EMILIA-ROMAGNA;DEMOCRAZIA EUROPEA;30812;2001
EMILIA-ROMAGNA;PAESE NUOVO;2811;2001
EMILIA-ROMAGNA;ABOLIZIONE SCORPORO;1505;2001
TOSCANA;DEMOCRATICI SINISTRA;770063;2001
TOSCANA;FORZA ITALIA;540252;2001
TOSCANA;LA MARGHERITA;334875;2001
TOSCANA;ALLEANZA NAZIONALE;324859;2001
TOSCANA;RIFONDAZIONE COMUNISTA;172483;2001
TOSCANA;LISTA DI PIETRO;62022;2001
TOSCANA;COMUNISTI ITALIANI;57222;2001
TOSCANA;CCD-CDU;56445;2001
TOSCANA;PANNELLA-BONINO;50874;2001
TOSCANA;IL GIRASOLE;49777;2001
TOSCANA;DEMOCRAZIA EUROPEA;25991;2001
TOSCANA;NUOVO PSI;24440;2001
TOSCANA;LEGA NORD;14232;2001
TOSCANA;COMUNISMO;5244;2001
TOSCANA;ABOLIZIONE SCORPORO;1574;2001
UMBRIA;DEMOCRATICI SINISTRA;149081;2001
UMBRIA;FORZA ITALIA;123573;2001
UMBRIA;ALLEANZA NAZIONALE;98012;2001
UMBRIA;LA MARGHERITA;75623;2001
UMBRIA;RIFONDAZIONE COMUNISTA;44161;2001
UMBRIA;LISTA DI PIETRO;15372;2001
UMBRIA;CCD-CDU;14135;2001
UMBRIA;COMUNISTI ITALIANI;13240;2001
UMBRIA;PANNELLA-BONINO;11535;2001
UMBRIA;IL GIRASOLE;11002;2001
UMBRIA;DEMOCRAZIA EUROPEA;9499;2001
UMBRIA;NUOVO PSI;8992;2001
UMBRIA;PAESE NUOVO;857;2001
UMBRIA;ABOLIZIONE SCORPORO;314;2001
MARCHE;FORZA ITALIA;245952;2001
MARCHE;DEMOCRATICI SINISTRA;222176;2001
MARCHE;LA MARGHERITA;148955;2001
MARCHE;ALLEANZA NAZIONALE;144395;2001
MARCHE;RIFONDAZIONE COMUNISTA;56304;2001
MARCHE;CCD-CDU;41996;2001
MARCHE;LISTA DI PIETRO;36582;2001
MARCHE;IL GIRASOLE;20300;2001
MARCHE;PANNELLA-BONINO;19164;2001
MARCHE;COMUNISTI ITALIANI;18656;2001
MARCHE;DEMOCRAZIA EUROPEA;14821;2001
MARCHE;NUOVO PSI;9385;2001
MARCHE;REPUBBLICANI EUROPEI;7997;2001
MARCHE;PAESE NUOVO;1094;2001
MARCHE;ABOLIZIONE SCORPORO;602;2001
LAZIO 1;FORZA ITALIA;601622;2001
LAZIO 1;ALLEANZA NAZIONALE;543740;2001
LAZIO 1;LA MARGHERITA;472297;2001
LAZIO 1;DEMOCRATICI SINISTRA;453771;2001
LAZIO 1;RIFONDAZIONE COMUNISTA;135176;2001
LAZIO 1;LISTA DI PIETRO;62359;2001
LAZIO 1;CCD-CDU;51610;2001
LAZIO 1;PANNELLA-BONINO;50704;2001
LAZIO 1;DEMOCRAZIA EUROPEA;43048;2001
LAZIO 1;IL GIRASOLE;41429;2001
LAZIO 1;COMUNISTI ITALIANI;31458;2001
LAZIO 1;NUOVO PSI;17509;2001
LAZIO 1;FIAMMA TRICOLORE;16379;2001
LAZIO 1;FRONTE NAZIONALE;11351;2001
LAZIO 1;LEGA NORD;3007;2001
LAZIO 1;PAESE NUOVO;2444;2001
LAZIO 1;ABOLIZIONE SCORPORO;994;2001
LAZIO 2;FORZA ITALIA;316584;2001
LAZIO 2;ALLEANZA NAZIONALE;167391;2001
LAZIO 2;DEMOCRATICI SINISTRA;148427;2001
LAZIO 2;LA MARGHERITA;89519;2001
LAZIO 2;RIFONDAZIONE COMUNISTA;44695;2001
LAZIO 2;CCD-CDU;42702;2001
LAZIO 2;LISTA DI PIETRO;34426;2001
LAZIO 2;DEMOCRAZIA EUROPEA;30793;2001
LAZIO 2;IL GIRASOLE;18734;2001
LAZIO 2;PANNELLA-BONINO;17774;2001
LAZIO 2;COMUNISTI ITALIANI;17728;2001
LAZIO 2;NUOVO PSI;12700;2001
LAZIO 2;PAESE NUOVO;1953;2001
LAZIO 2;ABOLIZIONE SCORPORO;822;2001
ABRUZZO;FORZA ITALIA;240581;2001
ABRUZZO;DEMOCRATICI SINISTRA;144144;2001
ABRUZZO;ALLEANZA NAZIONALE;122530;2001
ABRUZZO;LA MARGHERITA;94845;2001
ABRUZZO;LISTA DI PIETRO;51758;2001
ABRUZZO;CCD-CDU;45219;2001
ABRUZZO;RIFONDAZIONE COMUNISTA;45150;2001
ABRUZZO;DEMOCRAZIA EUROPEA;15784;2001
ABRUZZO;PANNELLA-BONINO;15722;2001
ABRUZZO;IL GIRASOLE;15345;2001
ABRUZZO;COMUNISTI ITALIANI;15172;2001
ABRUZZO;FRONTE NAZIONALE;10097;2001
ABRUZZO;NUOVO PSI;9234;2001
ABRUZZO;PAESE NUOVO;1088;2001
ABRUZZO;ABOLIZIONE SCORPORO;827;2001
MOLISE;FORZA ITALIA;53120;2001
MOLISE;DEMOCRATICI SINISTRA;31881;2001
MOLISE;LISTA DI PIETRO;27914;2001
MOLISE;ALLEANZA NAZIONALE;18740;2001
MOLISE;LA MARGHERITA;18584;2001
MOLISE;CCD-CDU;12131;2001
MOLISE;RIFONDAZIONE COMUNISTA;7484;2001
MOLISE;DEMOCRAZIA EUROPEA;6671;2001
MOLISE;NUOVO PSI;4515;2001
MOLISE;IL GIRASOLE;4007;2001
MOLISE;COMUNISTI ITALIANI;3250;2001
MOLISE;PANNELLA-BONINO;2557;2001
MOLISE;FIAMMA TRICOLORE;1822;2001
MOLISE;FRONTE NAZIONALE;1537;2001
MOLISE;PAESE NUOVO;471;2001
MOLISE;ABOLIZIONE SCORPORO;371;2001
CAMPANIA 1;FORZA ITALIA;606049;2001
CAMPANIA 1;DEMOCRATICI SINISTRA;283903;2001
CAMPANIA 1;ALLEANZA NAZIONALE;207124;2001
CAMPANIA 1;LA MARGHERITA;163272;2001
CAMPANIA 1;RIFONDAZIONE COMUNISTA;92035;2001
CAMPANIA 1;IL GIRASOLE;79818;2001
CAMPANIA 1;LISTA DI PIETRO;63539;2001
CAMPANIA 1;CCD-CDU;49792;2001
CAMPANIA 1;DEMOCRAZIA EUROPEA;40827;2001
CAMPANIA 1;COMUNISTI ITALIANI;38619;2001
CAMPANIA 1;PANNELLA-BONINO;26404;2001
CAMPANIA 1;NUOVO PSI;18099;2001
CAMPANIA 1;FIAMMA TRICOLORE;14157;2001
CAMPANIA 1;FORZA NUOVA;3574;2001
CAMPANIA 1;PAESE NUOVO;2426;2001
CAMPANIA 1;ABOLIZIONE SCORPORO;2324;2001
CAMPANIA 2;FORZA ITALIA;490205;2001
CAMPANIA 2;LA MARGHERITA;230608;2001
CAMPANIA 2;ALLEANZA NAZIONALE;219054;2001
CAMPANIA 2;DEMOCRATICI SINISTRA;179601;2001
CAMPANIA 2;DEMOCRAZIA EUROPEA;95830;2001
CAMPANIA 2;RIFONDAZIONE COMUNISTA;63346;2001
CAMPANIA 2;LISTA DI PIETRO;60904;2001
CAMPANIA 2;CCD-CDU;56999;2001
CAMPANIA 2;IL GIRASOLE;43967;2001
CAMPANIA 2;PANNELLA-BONINO;26262;2001
CAMPANIA 2;COMUNISTI ITALIANI;26104;2001
CAMPANIA 2;NUOVO PSI;19665;2001
CAMPANIA 2;FIAMMA TRICOLORE;19150;2001
CAMPANIA 2;MOVIMENTO DELLE LIBERTA';6754;2001
CAMPANIA 2;LIBERI E FORTI;6722;2001
CAMPANIA 2;SOCIAL.AUTON.;6492;2001
CAMPANIA 2;PAESE NUOVO;3075;2001
CAMPANIA 2;ABOLIZIONE SCORPORO;1243;2001
PUGLIA;FORZA ITALIA;734776;2001
PUGLIA;LA MARGHERITA;392561;2001
PUGLIA;ALLEANZA NAZIONALE;373871;2001
PUGLIA;DEMOCRATICI SINISTRA;314745;2001
PUGLIA;LISTA DI PIETRO;124434;2001
PUGLIA;RIFONDAZIONE COMUNISTA;114261;2001
PUGLIA;CCD-CDU;96076;2001
PUGLIA;DEMOCRAZIA EUROPEA;69900;2001
PUGLIA;IL GIRASOLE;58562;2001
PUGLIA;PANNELLA-BONINO;35069;2001
PUGLIA;FIAMMA TRICOLORE;34538;2001
PUGLIA;COMUNISTI ITALIANI;33158;2001
PUGLIA;NUOVO PSI;26902;2001
PUGLIA;LEGA D'AZIONE MERIDIONALE;23779;2001
PUGLIA;PAESE NUOVO;3099;2001
PUGLIA;ABOLIZIONE SCORPORO;1429;2001
BASILICATA;FORZA ITALIA;88653;2001
BASILICATA;LA MARGHERITA;62661;2001
BASILICATA;DEMOCRATICI SINISTRA;61591;2001
BASILICATA;ALLEANZA NAZIONALE;32087;2001
BASILICATA;DEMOCRAZIA EUROPEA;22734;2001
BASILICATA;IL GIRASOLE;18146;2001
BASILICATA;LISTA DI PIETRO;18116;2001
BASILICATA;RIFONDAZIONE COMUNISTA;15465;2001
BASILICATA;COMUNISTI ITALIANI;8035;2001
BASILICATA;NUOVO PSI;7160;2001
BASILICATA;PANNELLA-BONINO;5617;2001
BASILICATA;FIAMMA TRICOLORE;4580;2001
BASILICATA;PAESE NUOVO;721;2001
BASILICATA;ABOLIZIONE SCORPORO;351;2001
CALABRIA;FORZA ITALIA;273958;2001
CALABRIA;DEMOCRATICI SINISTRA;190679;2001
CALABRIA;ALLEANZA NAZIONALE;161528;2001
CALABRIA;LA MARGHERITA;113816;2001
CALABRIA;CCD-CDU;58114;2001
CALABRIA;RIFONDAZIONE COMUNISTA;58012;2001
CALABRIA;DEMOCRAZIA EUROPEA;42762;2001
CALABRIA;LISTA DI PIETRO;37984;2001
CALABRIA;NUOVO PSI;36809;2001
CALABRIA;IL GIRASOLE;29565;2001
CALABRIA;COMUNISTI ITALIANI;26215;2001
CALABRIA;PANNELLA-BONINO;18852;2001
CALABRIA;FIAMMA TRICOLORE;15097;2001
CALABRIA;PAESE NUOVO;1651;2001
CALABRIA;ABOLIZIONE SCORPORO;808;2001
SICILIA 1;FORZA ITALIA;506430;2001
SICILIA 1;DEMOCRATICI SINISTRA;156145;2001
SICILIA 1;LA MARGHERITA;154222;2001
SICILIA 1;ALLEANZA NAZIONALE;114612;2001
SICILIA 1;CCD-CDU;111662;2001
SICILIA 1;DEMOCRAZIA EUROPEA;105781;2001
SICILIA 1;RIFONDAZIONE COMUNISTA;49297;2001
SICILIA 1;LISTA DI PIETRO;49165;2001
SICILIA 1;IL GIRASOLE;28138;2001
SICILIA 1;PANNELLA-BONINO;27631;2001
SICILIA 1;NUOVO PSI;19715;2001
SICILIA 1;COMUNISTI ITALIANI;17036;2001
SICILIA 1;PAESE NUOVO;3961;2001
SICILIA 1;ABOLIZIONE SCORPORO;1289;2001
SICILIA 2;FORZA ITALIA;536263;2001
SICILIA 2;LA MARGHERITA;241700;2001
SICILIA 2;ALLEANZA NAZIONALE;189383;2001
SICILIA 2;DEMOCRATICI SINISTRA;136646;2001
SICILIA 2;CCD-CDU;95786;2001
SICILIA 2;DEMOCRAZIA EUROPEA;94976;2001
SICILIA 2;LISTA DI PIETRO;61942;2001
SICILIA 2;RIFONDAZIONE COMUNISTA;42966;2001
SICILIA 2;PANNELLA-BONINO;25222;2001
SICILIA 2;IL GIRASOLE;22828;2001
SICILIA 2;NUOVO PSI;22672;2001
SICILIA 2;COMUNISTI ITALIANI;15804;2001
SICILIA 2;NOI SICILIANI;7637;2001
SICILIA 2;PAESE NUOVO;2252;2001
SICILIA 2;ABOLIZIONE SCORPORO;1256;2001
SARDEGNA;FORZA ITALIA;304989;2001
SARDEGNA;DEMOCRATICI SINISTRA;162723;2001
SARDEGNA;ALLEANZA NAZIONALE;137054;2001
SARDEGNA;LA MARGHERITA;135985;2001
SARDEGNA;RIFONDAZIONE COMUNISTA;47699;2001
SARDEGNA;CCD-CDU;46295;2001
SARDEGNA;PS D'AZ-SARD.NATZ.;34412;2001
SARDEGNA;LISTA DI PIETRO;33375;2001
SARDEGNA;COMUNISTI ITALIANI;28088;2001
SARDEGNA;DEMOCRAZIA EUROPEA;19335;2001
SARDEGNA;PANNELLA-BONINO;17930;2001
SARDEGNA;IL GIRASOLE;17255;2001
SARDEGNA;LISTA AMADU;11517;2001
SARDEGNA;NUOVO PSI;10590;2001
SARDEGNA;PAESE NUOVO;1354;2001
SARDEGNA;ABOLIZIONE SCORPORO;697;2001
VALLE D'AOSTA;VALLEE D'AOSTE;25577;2001
VALLE D'AOSTA;DEMOCRATICI SINISTRA;20452;2001
VALLE D'AOSTA;FI-LG NORD (AOSTA);16049;2001
VALLE D'AOSTA;LISTA ALTERNATIVA;6612;2001
VALLE D'AOSTA;AN (AOSTA);4464;2001
PIEMONTE;PCI;599476;1987
PIEMONTE;DC;560720;1987
PIEMONTE;PSI;293057;1987
PIEMONTE;PRI;119137;1987
PIEMONTE;MSI-DN;112472;1987
PIEMONTE;P.RAD;99070;1987
PIEMONTE;PSDI;83549;1987
PIEMONTE;LISTA VERDE;77616;1987
PIEMONTE;PLI;75385;1987
PIEMONTE;PIEMONT-AUT.REG.;54624;1987
PIEMONTE;PIEMONT;52146;1987
PIEMONTE;DEM.PROL;43569;1987
PIEMONTE;LIGA VENETA-PU;17903;1987
PIEMONTE;MOV.LIB.FISCALE;13194;1987
PIEMONTE;PS D'AZ.;5572;1987
PIEMONTE;ALL.UM.;1579;1987
PIEMONTE;ALL.POP.;1503;1987
PIEMONTE;DC;305557;1987
PIEMONTE;PCI;175109;1987
PIEMONTE;PSI;113621;1987
PIEMONTE;PLI;51382;1987
PIEMONTE;PRI;37670;1987
PIEMONTE;PSDI;36813;1987
PIEMONTE;MSI-DN;36109;1987
PIEMONTE;LISTA VERDE;29609;1987
PIEMONTE;P.RAD;26887;1987
PIEMONTE;PIEMONT-AUT.REG.;17440;1987
PIEMONTE;DEM.PROL;13335;1987
PIEMONTE;LIGA VENETA-PU;9915;1987
PIEMONTE;PIEMONT;9555;1987
PIEMONTE;PS D'AZ.;1247;1987
PIEMONTE;ALL.POP.;736;1987
LIGURIA;PCI;407338;1987
LIGURIA;DC;358403;1987
LIGURIA;PSI;174795;1987
LIGURIA;MSI-DN;67606;1987
LIGURIA;PRI;51752;1987
LIGURIA;LISTA VERDE;50065;1987
LIGURIA;P.RAD;40930;1987
LIGURIA;PLI;37536;1987
LIGURIA;DEM.PROL;23874;1987
LIGURIA;PSDI;23874;1987
LIGURIA;LIGA VENETA-PU;15995;1987
LIGURIA;MOV.LIB.FISCALE;5322;1987
LIGURIA;PS D'AZ.;2644;1987
LIGURIA;ALL.POP.;1229;1987
LOMBARDIA;DC;898780;1987
LOMBARDIA;PCI;843899;1987
LOMBARDIA;PSI;573577;1987
LOMBARDIA;MSI-DN;165007;1987
LOMBARDIA;PRI;161989;1987
LOMBARDIA;LISTA VERDE;116829;1987
LOMBARDIA;P.RAD;104853;1987
LOMBARDIA;DEM.PROL;88108;1987
LOMBARDIA;PLI;73455;1987
LOMBARDIA;PSDI;71045;1987
LOMBARDIA;LEGA LOMBARDA;52283;1987
LOMBARDIA;LIGA VENETA-PU;21554;1987
LOMBARDIA;MOV.NAZ.IT.CACC.;7546;1987
LOMBARDIA;MOV.LIB.FISCALE;4877;1987
LOMBARDIA;PS D'AZ.;4337;1987
LOMBARDIA;ALL.UM.;1820;1987
LOMBARDIA;ALL.POP.;1746;1987
LOMBARDIA;DC;435127;1987
LOMBARDIA;PCI;223115;1987
LOMBARDIA;PSI;215540;1987
LOMBARDIA;LEGA LOMBARDA;82010;1987
LOMBARDIA;MSI-DN;55762;1987
LOMBARDIA;PRI;43196;1987
LOMBARDIA;LISTA VERDE;38502;1987
LOMBARDIA;P.RAD;32762;1987
LOMBARDIA;PLI;32679;1987
LOMBARDIA;PSDI;31219;1987
LOMBARDIA;DEM.PROL;22639;1987
LOMBARDIA;LIGA VENETA-PU;9290;1987
LOMBARDIA;PS D'AZ.;1609;1987
LOMBARDIA;ALL.POP.;964;1987
LOMBARDIA;DC;605403;1987
LOMBARDIA;PCI;252532;1987
LOMBARDIA;PSI;200350;1987
LOMBARDIA;MSI-DN;57951;1987
LOMBARDIA;LEGA LOMBARDA;51962;1987
LOMBARDIA;PRI;38692;1987
LOMBARDIA;LISTA VERDE;38084;1987
LOMBARDIA;P.RAD;31229;1987
LOMBARDIA;DEM.PROL;26959;1987
LOMBARDIA;PSDI;26906;1987
LOMBARDIA;PLI;25169;1987
LOMBARDIA;LIGA VENETA-PU;15431;1987
LOMBARDIA;PS D'AZ.;1316;1987
LOMBARDIA;ALL.POP.;1147;1987
LOMBARDIA;DC;176160;1987
LOMBARDIA;PCI;166392;1987
LOMBARDIA;PSI;79124;1987
LOMBARDIA;MSI-DN;27123;1987
LOMBARDIA;LISTA VERDE;17886;1987
LOMBARDIA;PRI;12065;1987
LOMBARDIA;P.RAD;11253;1987
LOMBARDIA;PSDI;8850;1987
LOMBARDIA;DEM.PROL;7910;1987
LOMBARDIA;PLI;7374;1987
LOMBARDIA;LIGA VENETA-PU;5255;1987
LOMBARDIA;PS D'AZ.;660;1987
LOMBARDIA;ALL.POP.;457;1987
TRENTINO ALTO ADIGE;PPST;202022;1987
TRENTINO ALTO ADIGE;DC;158943;1987
TRENTINO ALTO ADIGE;PSI;58667;1987
TRENTINO ALTO ADIGE;PCI;49802;1987
TRENTINO ALTO ADIGE;MSI-DN;43266;1987
TRENTINO ALTO ADIGE;LISTA VERDE;28138;1987
TRENTINO ALTO ADIGE;PRI;16913;1987
TRENTINO ALTO ADIGE;P.RAD;12511;1987
TRENTINO ALTO ADIGE;DEM.PROL;11535;1987
TRENTINO ALTO ADIGE;PART.SUD.TIROL;11287;1987
TRENTINO ALTO ADIGE;PLI;6553;1987
TRENTINO ALTO ADIGE;PSDI;6280;1987
TRENTINO ALTO ADIGE;LIGA VENETA-PU;4388;1987
TRENTINO ALTO ADIGE;PS D'AZ.;569;1987
TRENTINO ALTO ADIGE;ALL.POP.;314;1987
VENETO;DC;876531;1987
VENETO;PCI;306160;1987
VENETO;PSI;238621;1987
VENETO;MSI-DN;74440;1987
VENETO;LISTA VERDE;62819;1987
VENETO;LIGA VENETA-PU;54217;1987
VENETO;PRI;52842;1987
VENETO;P.RAD;52308;1987
VENETO;PSDI;39416;1987
VENETO;PLI;37683;1987
VENETO;DEM.PROL;32029;1987
VENETO;MOV.VEN.REG.AUT;18945;1987
